Property_ID,Property,Account ID,Accounts,Date,Month,Year,Quarter,Beginning Balance,Debit,Credit,Ending Balance,Class,Summary Grouping,FS
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-03-31,March,2024,Q1,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-03-31,March,2024,Q1,-83674.74,0.0,2173.37,-85848.11,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-03-31,March,2024,Q1,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-03-31,March,2024,Q1,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-03-31,March,2024,Q1,-3549.92,0.0,7.96,-3557.88,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-03-31,March,2024,Q1,-18305.28,0.0,44.64,-18349.92,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-03-31,March,2024,Q1,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-03-31,March,2024,Q1,-1016175.72,3593.34,0.0,-1012582.38,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-03-31,March,2024,Q1,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-03-31,March,2024,Q1,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-03-31,March,2024,Q1,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-03-31,March,2024,Q1,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-03-31,March,2024,Q1,-20808.0,0.0,10404.0,-31212.0,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-03-31,March,2024,Q1,-1600.0,0.0,800.0,-2400.0,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-03-31,March,2024,Q1,-2115.18,0.0,1057.59,-3172.77,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-03-31,March,2024,Q1,-7924.32,0.0,3962.16,-11886.48,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,6510-0000,Bank Fees,2024-03-31,March,2024,Q1,4.99,0.0,0.0,4.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-03-31,March,2024,Q1,6156.5,2864.71,0.0,9021.21,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2024-03-31,March,2024,Q1,87.0,0.0,0.0,87.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-03-31,March,2024,Q1,64.0,0.0,0.0,64.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-03-31,March,2024,Q1,4346.74,2173.37,0.0,6520.11,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-03-31,March,2024,Q1,105.2,52.6,0.0,157.8,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2025-03-31,March,2025,Q1,208946.87,15752.93,0.0,224699.8,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2025-03-31,March,2025,Q1,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2025-03-31,March,2025,Q1,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2025-03-31,March,2025,Q1,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2025-03-31,March,2025,Q1,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2025-03-31,March,2025,Q1,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2025-03-31,March,2025,Q1,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2025-03-31,March,2025,Q1,-109755.24,0.0,2173.38,-111928.62,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2025-03-31,March,2025,Q1,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2025-03-31,March,2025,Q1,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2025-03-31,March,2025,Q1,-4871.33,0.0,95.52,-4966.85,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2025-03-31,March,2025,Q1,-25716.0,0.0,535.71,-26251.71,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2150-0000,Accrued Expenses,2025-03-31,March,2025,Q1,0.0,0.0,5868.65,-5868.65,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2025-03-31,March,2025,Q1,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2025-03-31,March,2025,Q1,-974047.47,3712.47,0.0,-970335.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2025-03-31,March,2025,Q1,-131230.69,0.0,0.0,-131230.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2025-03-31,March,2025,Q1,-3409.69,0.0,0.0,-3409.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2025-03-31,March,2025,Q1,-90360.24,0.0,0.0,-90360.24,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2025-03-31,March,2025,Q1,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2025-03-31,March,2025,Q1,-21224.16,0.0,10612.08,-31836.24,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2025-03-31,March,2025,Q1,0.0,0.0,2796.46,-2796.46,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2025-03-31,March,2025,Q1,0.0,0.0,1263.96,-1263.96,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2025-03-31,March,2025,Q1,0.0,0.0,7538.48,-7538.48,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5320-0000,Recoverable Insurance,2025-03-31,March,2025,Q1,0.0,2868.65,0.0,2868.65,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2025-03-31,March,2025,Q1,0.0,3000.0,0.0,3000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2025-03-31,March,2025,Q1,5807.59,2745.58,0.0,8553.17,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2025-03-31,March,2025,Q1,88.5,0.0,0.0,88.5,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-03-31,March,2025,Q1,4346.75,2173.38,0.0,6520.13,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-03-31,March,2025,Q1,1262.47,631.23,0.0,1893.7,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-05-31,May,2024,Q2,182743.28,5424.42,0.0,188167.7,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-05-31,May,2024,Q2,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-05-31,May,2024,Q2,1227139.0,0.0,0.0,1227139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-05-31,May,2024,Q2,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-05-31,May,2024,Q2,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-05-31,May,2024,Q2,-88021.48,0.0,2173.37,-90194.85,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-05-31,May,2024,Q2,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-05-31,May,2024,Q2,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-05-31,May,2024,Q2,-3565.84,0.0,7.96,-3573.8,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-05-31,May,2024,Q2,-18394.56,0.0,44.64,-18439.2,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-05-31,May,2024,Q2,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-05-31,May,2024,Q2,-1009175.8,3515.61,0.0,-1005660.19,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-05-31,May,2024,Q2,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-05-31,May,2024,Q2,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-05-31,May,2024,Q2,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-05-31,May,2024,Q2,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-05-31,May,2024,Q2,-41616.0,0.0,10612.08,-52228.08,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-05-31,May,2024,Q2,-3200.0,0.0,1273.06,-4473.06,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-05-31,May,2024,Q2,-4230.36,0.0,1333.03,-5563.39,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4613-0000,Insurance Reconciliation,2024-05-31,May,2024,Q2,0.0,0.0,0.0,0.0,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-05-31,May,2024,Q2,-15848.64,0.0,3664.3,-19512.94,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2024-05-31,May,2024,Q2,0.0,5000.0,0.0,5000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6510-0000,Bank Fees,2024-05-31,May,2024,Q2,4.99,0.0,0.0,4.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-05-31,May,2024,Q2,12072.68,2942.44,0.0,15015.12,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2024-05-31,May,2024,Q2,87.0,0.0,0.0,87.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-05-31,May,2024,Q2,64.0,0.0,0.0,64.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-05-31,May,2024,Q2,8693.48,2173.37,0.0,10866.85,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-05-31,May,2024,Q2,210.4,52.6,0.0,263.0,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2025-05-31,May,2025,Q2,228915.98,835.72,0.0,229751.7,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2025-05-31,May,2025,Q2,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2025-05-31,May,2025,Q2,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2025-05-31,May,2025,Q2,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2025-05-31,May,2025,Q2,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2025-05-31,May,2025,Q2,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2025-05-31,May,2025,Q2,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2025-05-31,May,2025,Q2,-114101.99,0.0,2173.37,-116275.36,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2025-05-31,May,2025,Q2,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2025-05-31,May,2025,Q2,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2025-05-31,May,2025,Q2,-5062.38,0.0,95.53,-5157.91,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2025-05-31,May,2025,Q2,-26787.42,0.0,535.71,-27323.13,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2025-05-31,May,2025,Q2,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2025-05-31,May,2025,Q2,-966800.7,3639.58,0.0,-963161.12,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2025-05-31,May,2025,Q2,-131230.69,0.0,0.0,-131230.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2025-05-31,May,2025,Q2,-3409.69,0.0,0.0,-3409.69,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2025-05-31,May,2025,Q2,-90360.24,0.0,0.0,-90360.24,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2025-05-31,May,2025,Q2,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2025-05-31,May,2025,Q2,-42448.32,0.0,10824.32,-53272.64,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2025-05-31,May,2025,Q2,-4194.69,0.0,1398.23,-5592.92,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2025-05-31,May,2025,Q2,-1895.94,0.0,631.98,-2527.92,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2025-05-31,May,2025,Q2,-11307.72,0.0,3769.24,-15076.96,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5210-0000,Recoverable Repair,2025-05-31,May,2025,Q2,0.0,6600.0,0.0,6600.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6320-0000,Insurance,2025-05-31,May,2025,Q2,5737.3,0.0,0.0,5737.3,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2025-05-31,May,2025,Q2,11476.92,2818.47,0.0,14295.39,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2025-05-31,May,2025,Q2,88.5,0.0,0.0,88.5,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2025-05-31,May,2025,Q2,0.0,2730.0,0.0,2730.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2025-05-31,May,2025,Q2,8693.5,2173.37,0.0,10866.87,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2025-05-31,May,2025,Q2,2524.94,631.24,0.0,3156.18,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-11-30,November,2024,Q4,228405.6,10424.42,0.0,238830.02,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-11-30,November,2024,Q4,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-11-30,November,2024,Q4,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2024-11-30,November,2024,Q4,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2024-11-30,November,2024,Q4,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-11-30,November,2024,Q4,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-11-30,November,2024,Q4,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-11-30,November,2024,Q4,-101061.7,0.0,2173.37,-103235.07,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-11-30,November,2024,Q4,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-11-30,November,2024,Q4,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-11-30,November,2024,Q4,-4489.23,0.0,95.52,-4584.75,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-11-30,November,2024,Q4,-23573.14,0.0,535.71,-24108.85,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-11-30,November,2024,Q4,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-11-30,November,2024,Q4,-988348.78,3449.13,0.0,-984899.65,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-11-30,November,2024,Q4,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-11-30,November,2024,Q4,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-11-30,November,2024,Q4,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-11-30,November,2024,Q4,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-11-30,November,2024,Q4,-105288.48,0.0,10612.08,-115900.56,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-11-30,November,2024,Q4,-10838.36,0.0,1273.06,-12111.42,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-11-30,November,2024,Q4,-12228.54,0.0,1333.03,-13561.57,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-11-30,November,2024,Q4,-37834.44,0.0,3664.3,-41498.74,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5210-0000,Recoverable Repair,2024-11-30,November,2024,Q4,2405.0,0.0,0.0,2405.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,5320-0000,Recoverable Insurance,2024-11-30,November,2024,Q4,2169.75,0.0,0.0,2169.75,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2024-11-30,November,2024,Q4,9000.0,0.0,0.0,9000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6320-0000,Insurance,2024-11-30,November,2024,Q4,759.45,0.0,0.0,759.45,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6610-0000,Mortgage Interest,2024-11-30,November,2024,Q4,29993.96,3008.92,0.0,33002.88,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6850-0000,Taxes and Licenses,2024-11-30,November,2024,Q4,87.0,0.0,0.0,87.0,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,6860-0000,Accounting Fees,2024-11-30,November,2024,Q4,2618.99,0.0,0.0,2618.99,Property Expense,Expense,Income Statement
1001,1340 Burlington LLC,9210-0000,Depreciation Expense - Buildings,2024-11-30,November,2024,Q4,21733.7,2173.37,0.0,23907.07,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,9300-0000,Amortization Expense,2024-11-30,November,2024,Q4,6312.37,631.23,0.0,6943.6,Other Expenses,Other Expenses,Income Statement
1001,1340 Burlington LLC,1110-0000,Operating Cash,2024-10-31,October,2024,Q4,221849.78,6555.82,0.0,228405.6,Asset,Current Asset,Balance Sheet
1001,1340 Burlington LLC,1620-0000,Land,2024-10-31,October,2024,Q4,85000.0,0.0,0.0,85000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1630-0000,Buildings,2024-10-31,October,2024,Q4,1017139.0,0.0,0.0,1017139.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1640-0000,Furniture and Fixtures,2024-10-31,October,2024,Q4,160000.0,0.0,0.0,160000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1670-0000,Land Improvements,2024-10-31,October,2024,Q4,50000.0,0.0,0.0,50000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1687-0000,Loan Fees,2024-10-31,October,2024,Q4,8023.64,0.0,0.0,8023.64,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1688-0000,Amortized Lease Commission,2024-10-31,October,2024,Q4,45000.0,0.0,0.0,45000.0,Asset,Non-Current Asset,Balance Sheet
1001,1340 Burlington LLC,1730-0000,A/D - Buildings,2024-10-31,October,2024,Q4,-98888.33,0.0,2173.37,-101061.7,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1740-0000,A/D - Furniture and Fixtures,2024-10-31,October,2024,Q4,-160000.0,0.0,0.0,-160000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1770-0000,A/D - Land Improvments,2024-10-31,October,2024,Q4,-50000.0,0.0,0.0,-50000.0,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1787-0000,A/A - Loan Fees,2024-10-31,October,2024,Q4,-4393.71,0.0,95.52,-4489.23,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,1788-0000,A/A - Lease Commissions,2024-10-31,October,2024,Q4,-23037.43,0.0,535.71,-23573.14,Asset,Contra Asset,Balance Sheet
1001,1340 Burlington LLC,2250-0000,Tenant Deposits,2024-10-31,October,2024,Q4,-15000.0,0.0,0.0,-15000.0,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,2510-0000,Mortgage Principal,2024-10-31,October,2024,Q4,-991797.91,3449.13,0.0,-988348.78,Liabilities,Liabilities,Balance Sheet
1001,1340 Burlington LLC,3500-0001,Owner Equity - Andrew Danner,2024-10-31,October,2024,Q4,-111725.74,0.0,0.0,-111725.74,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0002,Owner Equity - Alex Danner,2024-10-31,October,2024,Q4,16094.26,0.0,0.0,16094.26,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3500-0003,Owner Equity - Sanders Industries,2024-10-31,October,2024,Q4,-64354.31,0.0,0.0,-64354.31,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,3800-0000,Retained Earnings,2024-10-31,October,2024,Q4,0.0,0.0,0.0,0.0,Equity,Equity,Balance Sheet
1001,1340 Burlington LLC,4140-0000,Rent-Commercial,2024-10-31,October,2024,Q4,-94676.4,0.0,10612.08,-105288.48,Commercial Rent Income,Revenue,Income Statement
1001,1340 Burlington LLC,4610-0000,Estimated CAM Charges,2024-10-31,October,2024,Q4,-9565.3,0.0,1273.06,-10838.36,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4612-0000,Estimated Insurance,2024-10-31,October,2024,Q4,-10895.51,0.0,1333.03,-12228.54,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,4614-0000,Estimated Property Tax,2024-10-31,October,2024,Q4,-34170.14,0.0,3664.3,-37834.44,Miscellaneous Income,Revenue,Income Statement
1001,1340 Burlington LLC,5210-0000,Recoverable Repair,2024-10-31,October,2024,Q4,2405.0,0.0,0.0,2405.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,5320-0000,Recoverable Insurance,2024-10-31,October,2024,Q4,-698.85,2868.6,0.0,2169.75,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,5820-0000,Recoverable Management Fee,2024-10-31,October,2024,Q4,8000.0,1000.0,0.0,9000.0,Recoverable Expense,Expense,Income Statement
1001,1340 Burlington LLC,6320-0000,Insurance,2024-10-31,October,2024,Q4,759.45,0.0,0.0,759.45,Property Expense,Expense,Income Statement
